,racecourse,racetype2,distance,std_time
733,47,3,21.5,314.941
734,47,3,23.95,381.15
735,47,3,24.5,373.2025
736,47,3,26.0,386.41
737,47,4,15.7,224.765
738,47,4,16.0,223.97
739,47,4,17.0,229.1355
740,48,2,16.32,227.435
741,48,2,16.5,226.5275
742,48,2,18.67,260.1
743,48,2,19.0,261.366
744,48,2,22.03,311.0225
745,48,2,22.5,314.332
746,48,2,27.0,376.72
747,48,3,17.5,241.805
748,48,3,19.45,282.1
749,48,3,20.0,280.416
750,48,3,21.5,303.07
751,48,3,22.57,326.041
752,48,3,23.0,326.862
753,48,3,24.0,347.75
754,48,3,28.0,409.255
755,48,4,16.5,224.4
756,49,2,17.0,231.9695
757,49,2,19.0,277.95
758,49,2,19.5,268.308
759,49,2,24.5,343.15
760,49,3,16.5,235.4765
761,49,3,19.0,273.698
762,49,3,23.5,351.577
763,49,3,24.0,348.936
764,49,3,27.0,403.662
765,49,4,17.0,229.539
766,50,1,5.0,56.957
767,50,1,6.0,68.5625
768,50,1,7.36,92.35
769,50,1,8.0,98.36
770,50,1,10.0,126.258
771,50,1,12.0,153.3155
772,50,1,14.0,180.118
773,50,1,16.0,209.72
774,50,2,16.0,218.346
775,50,2,20.0,285.045
776,50,2,22.0,318.83
777,50,2,23.87,339.475
778,50,2,24.0,343.817
779,50,3,16.0,226.596
780,50,3,19.5,282.012
781,50,3,21.0,313.55
782,50,3,24.0,354.481
783,50,3,25.5,379.3915
784,50,4,14.0,199.112
785,50,4,16.0,217.74
786,51,1,5.0,57.747
787,51,1,6.0,70.4075
788,51,1,7.0,84.478
789,51,1,8.0,97.433
790,51,1,12.0,152.4985
791,51,1,16.0,206.841
792,52,2,16.0,226.6475
793,52,2,19.5,279.5
794,52,2,21.0,311.2605
795,52,2,24.0,358.7
796,52,3,16.5,237.915
797,52,3,19.5,300.31
798,52,3,22.0,327.5025
799,52,3,24.5,363.6675
800,52,3,25.0,387.09
801,52,4,13.5,186.755
802,52,4,16.0,227.29
803,53,2,15.76,227.8
804,53,2,16.0,223.483
805,53,2,19.94,293.26
806,53,2,20.5,287.932
807,53,2,22.5,315.088
808,53,2,23.32,340.98
809,53,2,24.0,339.8765
810,53,2,24.5,349.58
811,53,3,15.97,232.89
812,53,3,16.0,226.513
813,53,3,20.0,293.095
814,53,3,21.0,303.907
815,53,3,22.49,339.65
816,53,3,22.5,335.945
817,53,3,23.0,340.62
818,53,3,24.0,360.74
819,53,3,24.01,364.99
820,53,3,26.0,392.0575
821,53,3,28.0,413.914
822,53,3,32.5,489.894
823,53,3,33.5,520.401
824,53,3,34.0,522.821
825,53,4,15.76,226.53
826,53,4,16.0,222.12
827,54,1,5.0,58.614
828,54,1,5.5,64.1035
829,54,1,6.0,70.17
830,54,1,6.1,70.24
831,54,1,6.76,82.258
832,54,1,7.12,82.41
833,54,1,7.75,95.3465
834,54,1,8.09,100.799
835,54,1,8.1,98.195
836,54,1,10.5,135.392
837,54,1,10.85,137.125
838,54,1,12.25,160.24
839,54,1,12.61,160.486
840,54,1,14.97,194.053
841,54,1,16.18,208.949
842,54,2,16.0,219.274
843,54,2,19.0,264.1775
844,54,2,20.5,287.1
845,54,2,21.0,293.055
846,54,2,25.0,362.2975
847,54,2,26.0,372.53
848,54,3,16.0,230.3195
849,54,3,16.5,227.971
850,54,3,20.0,293.73
851,54,3,20.5,302.706
852,54,3,24.5,364.14
853,54,3,26.0,392.816
854,54,3,29.0,436.146
855,54,4,14.0,192.464
856,54,4,16.0,218.979
857,55,1,7.0,85.0455
858,55,2,16.0,226.32
859,55,2,16.5,226.0
860,55,2,19.5,285.87
861,55,2,20.0,284.695
862,55,2,20.5,291.844
863,55,2,22.0,309.51
864,55,2,23.0,340.176
865,55,2,24.5,379.212
866,55,2,25.0,362.156
867,55,3,16.0,226.795
868,55,3,20.0,305.328
869,55,3,20.5,298.134
870,55,3,22.5,324.4795
871,55,3,23.5,346.703
872,55,3,24.2,381.9
873,55,3,25.0,362.007
874,55,4,13.0,188.2
875,55,4,14.0,221.05
876,55,4,16.0,225.683
877,55,4,16.5,227.8
878,56,2,15.3,210.21
879,56,2,16.0,212.425
880,56,2,20.0,275.06
881,56,2,21.37,298.72
882,56,2,22.0,303.286
883,56,3,16.0,228.252
884,56,3,20.16,301.26
885,56,3,20.5,299.425
886,56,3,21.0,307.305
887,56,3,25.5,380.375
888,56,3,27.5,401.156
889,56,4,16.0,210.28
890,57,1,5.05,59.02
891,57,1,6.0,70.9305
892,57,1,8.3,101.248
893,57,1,10.03,124.93
894,57,1,11.61,145.502
895,57,2,16.0,235.3125
896,57,2,20.0,305.92
897,57,3,16.0,247.425
898,57,3,20.0,305.905
899,58,1,5.0,61.196
900,58,1,5.09,60.864
901,58,1,5.98,73.4155
902,58,1,6.0,74.035
903,58,1,7.0,88.283
904,58,1,7.15,87.64
905,58,1,8.45,108.1315
906,58,1,8.64,108.27
907,58,1,9.36,120.029
908,58,1,9.47,119.0695
909,58,1,12.0,158.0625
910,58,1,12.23,157.5685
911,58,1,13.88,180.9325
912,58,1,14.75,198.22
913,58,1,16.21,217.578
914,58,1,16.54,216.761
915,58,2,16.0,228.942
916,58,2,20.5,297.842
917,58,2,25.0,370.09
918,58,4,16.5,224.23
919,59,2,16.0,218.3
920,59,2,20.0,275.7
921,59,2,23.0,330.35
922,59,2,24.0,330.84
923,59,3,16.0,224.36
924,59,3,16.5,234.86
925,59,3,20.0,281.98
926,59,3,20.5,296.28
927,59,3,23.0,333.335
928,59,3,23.5,345.252
929,59,4,16.0,214.79
930,60,1,5.0,57.815
931,60,1,6.0,70.782
932,60,1,7.0,83.91
933,60,1,8.0,97.462
934,60,1,10.0,122.9795
935,60,1,12.0,148.094
936,60,1,13.0,162.06
937,60,1,14.8,184.718
938,60,1,16.11,201.111
939,61,1,5.2,60.7315
940,61,1,6.01,71.4875
941,61,1,7.01,83.72
942,61,1,8.01,96.955
943,61,1,9.0,113.265
944,61,1,10.1,125.746
945,61,1,11.46,145.004
946,61,1,14.08,181.546
947,61,1,16.0,208.5425
948,62,1,5.0,57.35
949,62,1,5.01,57.464
950,62,1,5.4,62.388
951,62,1,6.0,69.8305
952,62,1,6.01,70.2695
953,62,1,6.97,82.755
954,62,1,6.99,82.3675
955,62,1,7.0,82.325
956,62,1,7.92,95.685
957,62,1,7.93,96.085
958,62,1,8.0,96.3775
959,62,1,8.93,108.975
960,62,1,8.95,109.02
961,62,1,10.39,127.97
962,62,1,10.4,126.7385
963,62,1,11.89,148.7125
964,62,1,11.9,147.615
965,62,1,12.0,148.8705
966,62,1,13.88,174.693
967,62,1,13.9,173.6805
968,62,1,14.0,176.4305
969,62,1,16.4,210.55
970,62,1,18.0,234.5435
971,201,1,6.0,73.355
972,201,1,9.0,118.4
973,201,1,9.5,127.426
974,201,1,12.0,166.86
975,201,1,13.0,177.004
976,201,1,14.0,196.393
977,201,1,16.0,228.899
978,201,2,16.0,239.58
979,201,2,16.5,235.96
980,201,2,17.0,246.785
981,201,2,20.0,300.54
982,201,3,16.0,256.8
983,201,3,17.0,257.864
984,201,3,20.0,311.145
985,201,3,22.0,342.9
986,201,3,23.0,352.58
987,201,4,16.0,236.042
988,201,4,17.0,242.939
989,201,4,20.0,295.325
990,202,1,5.0,58.83
991,202,1,8.0,97.266
992,202,1,12.0,152.03
993,202,1,12.68,166.5675
994,202,1,14.0,183.01
995,202,2,17.0,234.56
996,202,2,20.0,281.63
997,202,2,24.0,351.6575
998,202,4,17.0,229.73
999,203,1,10.0,122.089
1000,203,1,12.0,152.445
1001,203,1,16.0,215.5
1002,203,1,16.5,218.214
1003,203,2,16.0,223.84
1004,203,2,16.45,230.115
1005,203,2,16.5,227.65
1006,203,2,20.0,281.94
1007,203,2,22.0,345.66
1008,203,2,24.0,359.0
1009,203,3,16.0,232.275
1010,203,3,17.0,239.4495
1011,203,3,18.0,260.92
1012,203,3,18.91,266.58
1013,203,3,20.0,290.485
1014,203,3,24.0,342.445
1015,203,4,16.0,218.498
1016,203,4,16.45,241.75
1017,203,4,16.5,231.02
1018,203,4,18.0,272.95
1019,203,4,20.0,285.4
1020,204,1,5.0,57.8575
1021,204,1,6.0,70.929
1022,204,1,6.29,73.746
1023,204,1,7.0,83.26
1024,204,1,8.0,96.8955
1025,204,1,9.0,110.34
1026,204,1,10.0,124.27
1027,204,1,10.5,132.81
1028,204,1,12.0,148.8
1029,204,1,14.0,178.26
1030,204,1,16.0,204.32
1031,204,4,16.0,222.955
1032,205,1,11.25,148.827
1033,205,1,11.95,153.35
1034,205,1,12.5,165.8
1035,205,1,13.0,177.064
1036,205,1,17.78,232.755
1037,205,2,17.78,244.5195
1038,205,2,18.23,269.18
1039,205,2,18.5,265.15
1040,205,2,21.45,311.505
1041,205,2,21.5,312.7
1042,205,2,22.0,316.655
1043,205,2,22.5,335.54
1044,205,2,23.0,333.1
1045,205,3,18.0,268.15
1046,205,3,18.5,278.8
1047,205,3,21.5,325.82
1048,205,3,22.0,329.12
1049,205,3,23.0,343.49
1050,205,3,24.0,355.65
1051,205,3,28.0,434.71
1052,205,4,17.78,244.295
1053,205,4,18.23,280.03
1054,205,4,18.5,266.535
1055,206,1,5.0,58.21
1056,206,1,7.0,85.0
1057,206,1,10.45,131.44
1058,206,1,12.0,154.885
1059,206,1,12.31,147.71
1060,206,1,12.86,162.876
1061,206,1,12.89,165.15
1062,206,2,16.0,222.4025
1063,206,2,20.0,269.8
1064,206,2,22.0,297.2785
1065,206,2,24.0,331.255
1066,206,3,16.0,240.445
1067,206,3,20.0,290.54
1068,206,3,22.0,332.4
1069,206,3,23.0,343.67
1070,206,3,24.0,364.31
1071,206,3,26.0,424.9
1072,206,4,16.0,217.725
1073,207,1,5.0,57.906
1074,207,1,6.0,70.893
1075,207,1,7.0,83.658
1076,207,1,7.75,94.35
1077,207,1,8.0,96.46
1078,207,1,9.0,116.55
1079,207,1,10.68,132.178
1080,207,1,12.0,149.842
1081,207,1,16.0,203.13
1082,207,2,16.61,226.04
1083,207,2,20.7,276.765
1084,207,4,16.61,221.825
1085,207,4,18.0,242.7
1086,208,1,6.0,71.982
1087,208,1,7.0,87.06
1088,208,1,9.0,111.41
1089,208,1,10.0,125.708
1090,208,1,12.0,152.45
1091,208,1,13.0,167.075
1092,208,1,14.0,176.68
1093,208,2,16.0,226.7435
1094,208,2,18.0,256.83
1095,208,2,20.0,286.379
1096,208,2,22.0,324.167
1097,208,2,23.0,377.61
1098,208,2,24.0,342.025
1099,208,3,16.0,241.51
1100,208,3,16.45,253.93
1101,208,3,17.0,249.295
1102,208,3,18.0,279.8015
1103,208,3,18.45,285.363
1104,208,3,20.0,291.9
1105,208,3,21.0,318.8
1106,208,3,21.45,325.2
1107,208,3,22.45,345.923
1108,208,3,24.0,364.585
1109,208,3,25.0,388.903
1110,208,3,29.0,453.12
1111,208,4,16.0,220.327
1112,208,4,18.0,248.945
1113,209,1,7.0,87.268
1114,209,1,8.45,106.07
1115,209,1,12.0,156.43
1116,209,1,14.0,188.0
1117,209,1,16.0,210.77
1118,209,2,16.0,221.615
1119,209,2,18.0,251.7
1120,209,2,20.0,290.41
1121,209,2,21.86,302.174
1122,209,2,24.0,340.124
1123,209,3,17.0,261.997
1124,209,3,22.0,322.015
1125,209,3,22.5,333.5
1126,209,4,16.0,219.144
1127,209,4,18.0,247.1325
1128,209,4,20.0,290.736
1129,210,1,7.0,85.609
1130,210,1,8.0,97.1825
1131,210,1,9.45,119.124
1132,210,1,9.5,121.292
1133,210,1,9.59,120.28
1134,210,1,12.0,154.02
1135,210,1,14.0,180.11
1136,210,1,16.0,206.916
1137,210,2,16.0,216.186
1138,210,2,17.0,246.475
1139,210,2,18.0,249.455
1140,210,2,20.0,282.66
1141,210,2,24.0,339.61
1142,210,3,16.0,233.6
1143,210,3,17.0,236.5
1144,210,3,18.0,264.31
1145,210,3,20.0,281.985
1146,210,3,24.0,362.01
1147,210,3,25.0,372.145
1148,210,4,16.0,218.155
1149,210,4,17.0,248.82
1150,210,4,18.0,255.08
1151,210,4,20.0,273.3155
1152,211,2,16.0,217.165
1153,211,2,18.0,247.35
1154,211,2,19.0,255.0
1155,211,2,19.5,269.4
1156,211,2,20.0,280.155
1157,211,2,22.0,308.1
1158,211,2,24.0,338.12
1159,211,2,24.64,353.275
1160,211,3,20.0,292.68
1161,211,3,22.0,316.32
1162,211,3,25.0,368.5
1163,211,4,16.0,216.05
1164,211,4,19.0,253.2
1165,211,4,19.5,268.755
1166,211,4,20.0,277.016
1167,212,1,8.45,101.8625
1168,212,1,11.0,143.95
1169,212,1,12.0,156.635
1170,212,1,14.0,185.684
1171,212,1,17.0,221.315
1172,212,2,16.0,241.01
1173,212,2,17.0,234.84
1174,212,2,20.0,290.4955
1175,212,2,22.0,323.35
1176,212,3,17.0,243.02
1177,212,3,20.0,298.82
1178,212,3,20.55,303.9
1179,212,3,22.0,338.03
1180,212,4,17.0,232.975
1181,214,1,5.0,58.915
1182,214,1,6.0,72.805
1183,214,1,7.0,86.7275
1184,214,1,8.0,98.384
1185,214,1,9.0,111.9
1186,214,1,10.0,123.53
1187,214,1,12.0,151.54
1188,214,1,13.0,159.375
1189,214,1,14.0,177.325
1190,214,1,15.0,194.2775
1191,214,1,16.0,203.52
1192,214,2,16.0,231.315
1193,214,2,18.0,263.93
1194,214,2,20.0,291.44
1195,214,2,22.0,325.6255
1196,214,2,24.0,363.712
1197,214,3,17.0,248.975
1198,214,3,19.0,287.495
1199,214,3,21.0,325.895
1200,214,3,24.0,377.445
1201,214,4,16.0,228.46
1202,214,4,20.0,303.207
1203,215,1,6.73,83.37
1204,215,1,7.0,86.88
1205,215,1,7.23,91.3205
1206,215,1,8.0,101.205
1207,215,1,8.23,104.049
1208,215,1,11.0,144.6
1209,215,1,11.32,146.1425
1210,215,1,12.0,155.525
1211,215,1,16.0,214.34
1212,215,2,16.0,223.7975
1213,215,2,18.0,257.7
1214,215,2,19.0,274.18
1215,215,2,20.0,284.15
1216,215,2,21.0,304.26
1217,215,2,22.0,323.5
1218,215,2,24.0,339.98
1219,215,3,17.0,247.61
1220,215,3,19.5,286.1
1221,215,3,19.55,290.328
1222,215,3,20.0,296.98
1223,215,3,22.0,333.12
1224,215,3,24.0,356.965
1225,215,4,16.0,222.29
1226,215,4,18.0,249.495
1227,215,4,19.0,286.296
1228,215,4,20.0,280.664
1229,217,1,6.0,76.97
1230,217,1,6.27,83.65
1231,217,1,7.0,88.14
1232,217,1,8.0,100.585
1233,217,1,9.0,114.156
1234,217,1,10.0,98.75
1235,217,1,12.0,159.44
1236,217,1,14.0,195.62
1237,217,1,16.0,226.54
1238,217,2,16.0,229.86
1239,217,2,20.0,301.85
1240,217,2,24.0,355.05
1241,217,3,16.0,228.39
1242,217,3,17.0,249.16
1243,217,3,19.0,272.8
1244,217,3,20.0,292.405
1245,217,3,22.0,328.75
1246,217,3,24.0,344.22
1247,217,4,16.0,229.16
1248,217,4,20.0,303.72
1249,218,1,5.0,56.883
1250,218,1,6.0,69.51
1251,218,1,7.0,84.596
1252,218,1,7.16,90.168
1253,218,1,8.0,97.765
1254,218,1,8.45,105.044
1255,218,1,8.5,106.299
1256,218,1,8.68,107.49
1257,218,1,9.0,115.745
1258,218,1,10.0,125.1
1259,218,1,10.23,128.3555
1260,218,1,12.0,152.33
1261,218,1,14.0,177.98
1262,218,2,16.0,220.6
1263,218,2,17.0,233.025
1264,218,2,18.0,248.675
1265,218,2,19.0,270.31
1266,218,2,20.0,278.36
1267,218,2,24.0,340.675
1268,218,3,16.0,232.49
1269,218,3,17.0,240.925
1270,218,3,20.0,293.42
1271,218,3,21.0,307.5
1272,218,3,22.0,321.16
1273,218,3,24.0,349.6
1274,218,3,28.0,436.835
1275,218,4,16.0,213.7
1276,218,4,17.0,227.552
1277,218,4,18.0,245.915
1278,218,4,19.0,262.6
1279,218,4,20.0,274.25
1280,219,1,5.0,57.858
1281,219,1,6.0,69.376
1282,219,1,7.0,82.08
1283,219,1,8.0,95.6835
1284,219,1,10.0,129.2415
1285,219,1,11.0,145.595
1286,219,1,12.0,150.225
1287,219,2,16.0,227.05
1288,219,2,19.0,268.725
1289,219,2,20.0,286.9
1290,219,2,24.0,353.0325
1291,219,3,16.0,242.9
1292,219,3,19.0,301.82
1293,219,3,20.0,324.675
1294,219,3,24.0,387.525
1295,219,4,16.0,221.76
1296,219,4,19.0,261.017
1297,220,1,5.0,61.454
1298,220,1,5.83,70.008
1299,220,1,8.0,102.055
1300,220,1,9.0,115.475
1301,220,1,10.0,126.712
1302,220,1,13.0,167.9575
1303,220,1,14.0,182.7405
1304,220,1,16.0,208.275
1305,220,2,16.0,220.868
1306,220,2,18.0,259.4495
1307,220,2,20.0,274.89
1308,220,2,21.0,317.14
1309,220,2,22.0,293.16
1310,220,2,23.0,323.783
1311,220,2,24.0,327.3715
1312,220,3,16.0,240.535
1313,220,3,17.0,252.885
1314,220,3,20.0,303.412
1315,220,3,24.0,363.054
1316,220,4,16.0,217.745
1317,222,2,16.0,225.786
1318,222,2,18.0,251.27
1319,222,2,20.0,289.415
1320,222,2,22.0,327.23
1321,222,2,24.0,342.437
1322,222,3,16.0,242.906
1323,222,3,18.0,268.315
1324,222,3,20.0,300.82
1325,222,3,21.0,323.17
1326,222,3,22.0,339.89
1327,222,3,24.0,374.625
1328,222,3,25.0,375.97
1329,222,3,28.0,449.86
1330,222,3,30.0,471.69
1331,222,4,16.0,221.62
1332,222,4,17.0,241.4
1333,222,4,18.0,250.44
1334,223,1,7.0,89.375
1335,223,1,10.0,130.5825
1336,223,1,12.0,153.281
1337,223,2,16.0,215.9835
1338,223,2,20.0,272.54
1339,223,2,20.45,301.55
1340,223,2,24.0,340.78
1341,223,3,16.0,229.4
1342,223,3,21.0,301.11
1343,223,3,24.45,365.62
1344,223,4,16.0,214.14
1345,223,4,20.0,267.88
1346,224,1,6.5,88.825
1347,224,1,6.91,89.635
1348,224,1,10.0,139.7
1349,224,1,10.5,141.224
1350,224,1,12.0,171.83
1351,224,1,14.0,200.0
1352,224,2,16.0,228.492
1353,224,2,18.0,258.88
1354,224,2,20.0,295.8
1355,224,2,24.0,369.21
1356,224,3,17.0,253.84
1357,224,3,20.0,321.44
1358,224,3,24.0,376.7
1359,224,4,16.0,231.22
1360,224,4,18.0,260.12
1361,225,1,8.0,99.4
1362,225,1,12.5,154.095
1363,225,1,14.0,178.17
1364,225,1,16.0,202.46
1365,225,2,16.0,230.72
1366,225,2,18.0,253.99
1367,225,2,20.0,291.085
1368,225,2,22.0,322.4
1369,225,2,22.5,332.05
1370,225,2,24.0,348.0
1371,225,3,16.0,242.095
1372,225,3,18.0,269.6735
1373,225,3,20.0,311.07
1374,225,3,22.0,328.73
1375,225,3,24.0,368.62
1376,225,4,16.0,232.1
1377,225,4,18.0,250.45
1378,226,1,5.0,57.1
1379,226,1,7.0,93.1
1380,226,1,7.45,92.828
1381,226,1,7.5,95.25
1382,226,1,9.0,114.662
1383,226,1,12.0,159.3
1384,226,1,12.45,163.425
1385,226,1,12.5,162.4575
1386,226,1,14.0,179.2
1387,226,2,16.0,221.9
1388,226,2,20.0,275.82
1389,226,2,24.0,343.68
1390,226,3,17.0,240.845
1391,226,3,20.0,281.48
1392,226,3,23.0,338.7
1393,226,4,16.0,215.595
1394,226,4,18.0,246.05
1395,226,4,20.0,271.58
1396,228,1,9.0,120.72
1397,228,1,12.0,161.46
1398,228,1,14.0,180.24
1399,228,1,16.0,222.72
1400,228,2,16.0,231.965
1401,228,2,20.0,282.744
1402,228,2,21.0,305.1
1403,228,2,22.0,325.58
1404,228,3,16.0,229.44
1405,228,3,20.0,275.28
1406,228,3,21.23,323.98
1407,228,3,22.0,304.14
1408,228,4,16.0,228.51
1409,229,1,8.45,104.5275
1410,229,1,11.73,143.496
1411,229,1,13.0,158.5
1412,229,1,14.0,178.7045
1413,229,1,16.0,210.24
1414,229,2,16.0,224.0335
1415,229,2,18.0,243.781
1416,229,2,20.0,279.02
1417,229,2,24.0,335.485
1418,229,3,16.0,226.865
1419,229,3,17.0,241.85
1420,229,3,19.0,266.7
1421,229,3,20.0,283.281
1422,229,3,22.0,319.185
1423,229,3,24.0,365.92
1424,229,3,25.0,354.735
1425,229,4,16.0,217.715
1426,229,4,18.0,238.24
1427,229,4,20.0,281.37
